email_text,actual_label,predicted_label,spam_probability
ecial msn,0,1,0.6790998799421888
expect you ' ve seen this but just in case mrp,0,1,0.7159206151729802
sally thought this was good cindy hey here is another wonderful group of facts about women i don ' t normally like to pass these on but it has too much importance even if your a skeptic read to the bottom did you know that it ' s beautiful women month well it is and that means you there are escapenumber billion women who don ' t look like supermodels and only eight who do marilyn monroe wore a size escapenumber if barbie was a real woman she ' d have to walk on all fours due to her proportions the average woman weighs escapenumber lbs and wears between a escapenumber escapenumber one out of every four college aged women has an eating disorder the models in the magazines are airbrushed not perfect a psychological study in escapenumber found that three minutes spent looking at a fashion magazine caused escapenumber of women to feel depressed guilty and shameful models twenty years ago weighed escapenumber less than the average woman today they weigh escapenumber less beauty of a woman the beauty of a woman is not in the clothes she wears the figure she carries or the way she combs her hair the beauty of a woman must be seen from her eyes because that is the doorway to her heart the place where love resides the beauty of a woman is not in a facial mole but true beauty in a woman is reflected in her soul it is the caring that she lovingly gives the passion that she shows the beauty of a woman with passing years only grows an english professor wrote the words woman without her man is nothing on the blackboard and directed the students to punctuate it correctly the men wrote woman without her man is nothing the women wrote woman without her man is nothing the images of mother escapenumber years of age my mommy can do anything escapenumber years of age my mom knows a lot a whole lot escapenumber years of age my mother doesn ' t really know quite everything escapenumber years of age naturally mother doesn ' t know that either escapenumber years of age mother she ' s hopelessly old fashioned escapenumber years of age that old woman she ' s way out of date escapenumber years of age well she might know a little bit about it escapenumber years of age before we decide let ' s get mom ' s opinion escapenumber years of age wonder what mom would have thought about it escapenumber years of age wish i could talk it over with mom please send this to five phenomenal women today in celebration of women ' s history month if you do something good will happen you will boost another woman ' s self esteem,0,1,0.9931173792241738
proposed sun,0,1,0.8569986633113474
per your request,0,1,0.7252394585673207
hey best picks are zigo and smtx steve,0,1,0.8929353023928625
no flow,0,1,0.6010668311647586
congratulations on your expanded role i hope this means you get lots more money and fewer hours,0,1,0.6023743153676914
pictures of daddy ' s little girl guess which one i like the best dsco escapenumber jpg dsco escapenumber jpg dsco escapenumber jpg dsco escapenumber jpg dsco escapenumber jpg dsco escapenumber jpg,0,1,0.6490494403477837
louie fabian worthing was made a master mason in ganado lodge no escapenumber on march escapenumber escapenumber affiliated with wharton lodge n escapenumber on april escapenumber escapenumber he was elected secretary inn escapenumber junior warden in escapenumber and worshipful master in escapenumber he was again secretary in escapenumber to escapenumber he was awarded fifty year masonic service award on april escapenumber escapenumber he was a scottish rite and york rite mason also a member of the shrine this is a quote from vol escapenumber no escapenumber of the trestleboard wharton lodge no escapenumber a f escapenumber a m wharton tex,0,1,0.6107913497579143
become a high flyer with jobsonline jobsonline wants to help you move into the fast lane by giving away an entire virtual office the internet s leading job site is giving away a laptop computer a palm pilot a cellular phone and a leather briefcase to one lucky person who registers with the site between now and the end of september when you register with jobsonline not only will you be in with a chance to win these fabulous prizes but you will also have access to their free job database if this hyperlink is not completely highlighted please copy it to your browser jobsonline is one of the internet ' s leading sites for employment information and career resources search their extensive database of job postings to make your next career move and use the site s valuable career resources to assist you in your job search or to succeed in your current position even better it s all free take one minute to register with jobsonline and you will automatically be entered in our virtual office giveaway if this hyperlink is not completely highlighted please copy it to your browser you have received this email because you or someone using your email address agreed to receive special offers and promotions from enterprise marketing solutions and its web site partners if you wish to be excluded from future offers please click on mailto goemsi com and type unsubscribe in the subject line and click send as always if you have questions or comments for us please send them to mailto goemsi com if you wish to know more about our privacy policies please go to http www goemsi com privst htm,0,1,0.930606733449086
welcome to the aol instant messenger sm service thank you for confirming your free aol instant messenger account we ' re glad that you ' ve joined the fastest growing internet online community in the world start using the aim sm service today with the aim service you are able to communicate instantly it ' s fast easy fun and free create your own buddy list r feature see when your friends and family are online meet new friends in our chat rooms or by searching our member directory follow your stocks and news headlines exchange files and images and much much more check out our web site our web site is designed to help you get started with the aim service immediately and it provides more details on how the aim service can work for you go to aim aol com redirects aimemail aimhome html to learn about topics such as getting started finding buddies setting up your buddy list feature privacy settings joining aim chat rooms answers to frequently asked questions faqs accessing the aim service from anywhere quick buddy welcome to the aol instant messenger community see you online,0,1,0.902262477675612
use our super savings ticket at foot locker lady foot locker kids foot locker champs sports stores and at our web sites welcome to our friends family super savings ticket use the special ticket below and receive escapenumber off your purchase either in our stores or on our web sites hurry this three day ticket only is good thursday jan escapenumber through saturday jan escapenumber share the savings today and e mail this offer to friends and family many items already are reduced and the discount is taken off the lowest sale price click below to print your friends family super savings ticket you must bring the coupon to the store to redeem ready set save simply click on the links provided and our friends family discount will automatically appear at checkout or you can type the code into the promotion box during checkout and returns are hassle free either to one of our stores or through the mail footlocker com coupon code em escapenumber f escapenumber jl ladyfootlocker com coupon code em escapenumber ffjl kidsfootlocker com coupon code em escapenumber ffjl champssports com coupon code em escapenumber ffjl don ' t be left out register today if you want to hear about our products promotions events and other specials just click below to join terms and conditions valid escapenumber escapenumber escapenumber through escapenumber escapenumber escapenumber passport must be presented at the time of purchase and cannot be used in conjunction with any other discount offer or associate benefit not redeemable for cash applicable taxes must be paid by the bearer cannot be applied to prior purchases or to gift card purchases void if copied and where prohibited licensed or regulated catalog exclusions apply not valid at the nfl team shop at nfl experience in tampa fl discount does not apply to nike air force escapenumber timberland field boots jordan xi nike shox and nfl super bowl products if you do not wish to receive future emails please click below to unsubscribe,0,1,0.977182864757116
escapenumber the technical terminology or characteristic idiom of a special activity or group escapenumber obscure and often pretentious language marked by circumlocutions and long words bottom of form escapenumber,0,1,0.7365953385836826
good morning afternoon today everyone should have received a binder some were placed in your mail slots and others were hand delivered if you did not receive a binder please email or call me for one to be delivered to you thank you octavia x escapenumber,0,1,0.7446706693238738
mike triem na ipaq ' eric geiger ' ' jacob crawford ' ' laura gambrell ' ' lgambrell sammons parker com ' ' steve ' ' victor mamich ' cc ' bg jg compuserve com ' triem mike ' anthony prado agfg com ' subject just some info before you vote do we really need another pathological liar for president fiction al gore recently claimed that his mother in law pays more than escapenumber escapenumber for the arthritis medicine lodine and he claims that his dog takes the same medicine for escapenumber escapenumber claiming this is wrong fact gore ' s aides were quick to apologize for gore ' s lie saying the information was from a democratic study washington newspapers also reported that al gore wasn ' t even sure his mother in law was taking any medication and wasn ' t even sure she had arthritis and he doesn ' t know anything about his dog ' s arthritis fiction al gore said his father a senator was a champion of civil rights during the escapenumber ' s fact gore ' s father voted against the landmark civil rights act of escapenumber and was a racist who was fond of using the n word fiction al gore said that his sister was the very first person to join the peace corps fact by the time gore ' s sister joined the peace corps there were already over escapenumber members fiction the same sister died of lung cancer years later and gore vowed to never accept tobacco money as campaign contributions fact just four years later while campaigning for office gore spoke to the tobacco industry and said he was one of them because i ' ve planted it raised it cut it and dried it he raised over escapenumber escapenumber in reported contributions fiction while running for office gore ' s campaign literature claimed he was a brilliant student fact washington newspapers said he barely passed harvard and consistently earned d ' s and c ' s fiction gore claims an extensive knowledge of law as a result of his extensive study at law school fact al gore dropped out of law school fiction gore claimed that his knowledge of god and spirituality came to complete fruition while finishing divinity school fact al gore dropped out of divinity school fiction al gore claimed responsibility for inventing the internet in the escapenumber ' s fact shocked scientists were quick to speak out explaining that the internet had been in widespread use by government and educational institutions since the early escapenumber ' s fiction al gore claimed the book love story was based on his life and tipper ' s fact author erich segal called a press conference to deny his claim couldn ' t he at least lie about a love story where his sweetheart doesn ' t die fiction gore claimed that as a reporter for a nashville newspaper his stories led to the arrests of numerous corrupt criminals fact he later apologized for his claim and actually said it was untrue also known as lying fiction gore claims to increase diversity in the staff that follows him daily especially among blacks fact black members of the secret service are suing because they claim they are not being promoted to positions guarding the vice president fiction al gore said he was the first to discover the love canal nuclear accident fact the incident was already discovered being investigated and covered widely in the press for many months before gore was aware of it fiction gore said just recently that if elected president he would put harsh sanctions on the sleazy producers of hollywood ' s extreme sex and violence fact just six days later gore attended a fundraiser by hollywood producers and radical gay activists where he told them that he would only pretend to nudge them if elected he raised over escapenumber million fiction al gore said he built his tennessee home with his bare hands fact totally false fiction al gore says parents should not have a choice between private and public schools because public schools are far better truth al gore attended private school and he has sent his children to private schools fiction al gore remembers his mother lulling him to sleep as a baby by singing the popular ditty wear the union label fact the popular ditty was created by the unions when gore was escapenumber years old fiction al gore claimed to co sponsor the mccain feingold campaign reform act fact the act was not sponsored until he had been out of office for over a year fiction al gore claims to be instrumental in keeping gas prices low fact gore has voted on numerous occasions to raise the tax on gasoline in his book earth in the balance gore claims that the nation ' s number one enemy is the internal combustion engine that ' s the motor in your vehicle that gets you to work and takes your kids to school fiction gore pretends to champion the rights of poor women to be tested regularly for breast cancer with the most modern technology fact while giving a speech on the subject in september gore didn ' t know what a mammogram was fiction al gore promised florida ' s senior citizens that they would finally have low cost drugs with no interference from government fact gore ' s plan calls for the creation of a huge federal agency that would tell you which doctor you are allowed to see in order to get the special rates fact al gore told nbc ' s lisa meyers that he had never told a lie when meyers pressed harder you ' ve never told a lie gore said not that i know of sound familiar election day is ticking away e mail this to as many people as possible or we will be living in an al gore fantasyland reprinted from the internet news bureau article al gore ' s escapenumber lies do we really need another pathological liar for president ssgt espinoza a a itc training dsn escapenumber escapenumber,0,1,0.9874754819218742
jim has visited msn womencentral at http womencentral msn com and has asked us to send this message to you so you can check out the following page maximizing your child ' s brainpower family advice on womencentral to jump to the page open your web browser and copy the address exactly as shown or if your mail reader supports in line links simply click on the address jim also sent you this message i thought you may be interested in this msn womencentral is the one stop resource that covers every aspect of a woman s life from money career and women s issues to personal relationships family fitness and health get useful tools expert advice and peer support for daily living check us out at http womencentral msn com notices this message was sent by jim using a message feature on msn womencentral msn womencentral does not endorse and has not screened reviewed or approved the contents of this message from jim msn does not assume responsibility and disclaims all liability for any threatening libelous obscene harassing fraudulent or offensive materials contained herein any violation of third party rights arising therefrom or any crime facilitated thereby,0,1,0.932309539109522
introducing e rewards tm click here and get a valuable welcome gift free compaq is proud to invite you to join e rewards a new rewards program that pays you to read e mail we have joined with blockbuster inc delta air lines hertz united airlines and vail resorts tm to launch this exciting new program and membership is by invitation only membership is free and you get a valuable welcome gift enjoy a valuable welcome gift of your choice from one of our sponsors it ' s yours as a special thank you when you join how e rewards works simply tell e rewards how many e mails you ' re willing to receive and what kind of advertising you ' re interested in they ' ll send you e mail that ' s relevant to you valuable rewards including compaq savings for each e rewards e mail you receive you can earn up to escapenumber in e rewards redeem your earnings for great rewards from e rewards ' sponsors compaq blockbuster r delta air lines hertz united airlines and vail resorts with more on the way remember no purchase is necessary to earn e rewards it ' s free no obligation you can opt out at any time and your privacy is guaranteed to enroll and claim your valuable welcome gift just follow this link or copy the url into your browser navigation window offer expires may escapenumber escapenumber if you wish to unsubscribe from receiving offers of this kind please forward this message to and type unsubscribe in the subject line blockbuster name design and related marks are trademarks of blockbuster inc c escapenumber blockbuster inc all rights reserved,0,1,0.99895585610375
lisa fawcett has invited you to a premier designs jewelry show click below to visit evite for more information about the event and also to rsvp this invitation was sent to you by lisa fawcett using evite to remove yourself from this guest list please contact us at support evite citysearch com this evite invite is covered by evite ' s privacy policy to view this privacy policy click here http evite citysearch com privacy having trouble perhaps your email program doesn ' t recognize the web address as an active link to view your invitation copy the entire url and paste it into your browser if you would like further assistance please send email to support evite citysearch com updated escapenumber escapenumber escapenumber,0,1,0.930552469236592
